iter	MultiClass
839	0.1459880348
840	0.1459513395
841	0.1458926824
842	0.1458191894
843	0.1457509281
844	0.1456451222
845	0.1454988798
846	0.1454341499
847	0.1453671018
848	0.1452511075
849	0.1450840276
850	0.1449850453
851	0.1449270376
852	0.1448564182
853	0.1447809396
854	0.1447254823
855	0.1446633341
856	0.1445384115
857	0.1444131185
858	0.1442692712
859	0.1442027028
860	0.1440566036
861	0.1439748591
862	0.1438739745
863	0.1437284995
864	0.1435972945
865	0.1435347108
866	0.1434438339
867	0.1433196769
868	0.1432082196
869	0.1431183058
870	0.1430111289
871	0.1428646312
872	0.1427103372
873	0.1425669195
874	0.1424877661
875	0.1423810495
876	0.1423060719
877	0.1422330444
878	0.1421269329
879	0.1420461742
880	0.1419572193
881	0.1417916438
882	0.1416975933
883	0.1415157396
884	0.1414258189
885	0.1413229968
886	0.141256609
887	0.1411640142
888	0.1410675526
889	0.1409793268
890	0.1408895158
891	0.1408263984
892	0.1407464591
893	0.1406719803
894	0.1405971507
895	0.1405130129
896	0.1403904802
897	0.14033676
898	0.1402879558
899	0.1402118498
900	0.1401319602
901	0.140081017
902	0.140031234
903	0.1399773749
904	0.139949797
905	0.1398411135
906	0.1397486295
907	0.1395346321
908	0.1394182503
909	0.1392924159
910	0.1392045276
911	0.1390015267
912	0.1389519269
913	0.1389037057
914	0.1387781263
915	0.1387057184
916	0.1386066487
917	0.1385617476
918	0.1384864689
919	0.1384108447
920	0.138337427
921	0.138261798
922	0.138194939
923	0.138094827
924	0.1380274812
925	0.1378557408
926	0.1377601205
927	0.1375385777
928	0.1374923923
929	0.1374551898
930	0.137363202
931	0.137306533
932	0.137230815
933	0.1371645451
934	0.1370846227
935	0.1368527893
936	0.1367682794
937	0.1367296685
938	0.1366407971
939	0.1365082696
940	0.1363763211
941	0.1363291815
942	0.1362013039
943	0.1361303384
944	0.1360422733
945	0.1359878929
946	0.135903331
947	0.1357486936
948	0.1356679001
949	0.135628815
950	0.1355822959
951	0.1355095963
952	0.1354284758
953	0.1353621239
954	0.1352518038
955	0.1352106455
956	0.135161299
957	0.1349911274
958	0.1349041227
959	0.1348077858
960	0.1347325085
961	0.1346269089
962	0.1345485209
963	0.1344645498
964	0.134438436
965	0.1342919407
966	0.1342120261
967	0.1341790696
968	0.1341240494
969	0.1340532942
970	0.1339940562
971	0.1338891807
972	0.1338194142
973	0.1337621087
974	0.1336917836
975	0.1335735255
976	0.1335128624
977	0.1334170527
978	0.13334412
979	0.1332453498
980	0.133211303
981	0.1331636868
982	0.1330771934
983	0.1330134242
984	0.1328928933
985	0.1328314476
986	0.1327167013
987	0.1326332394
988	0.1325493672
989	0.1324796372
990	0.1324062578
991	0.132345261
992	0.1322582248
993	0.1321726595
994	0.132092825
995	0.1320399911
996	0.1319992002
997	0.1319585544
998	0.1317688169
999	0.1316895902
