accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0.9084778420038536,0.8990191752797422,0.8980735230528288,0.8984785342363335,0.9089007100857209,0.9084778420038536,0.9086235719860768
