accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0.8422447013487476,0.8281332280775224,0.8269926338191207,0.8273020564690661,0.844577049052313,0.8422447013487476,0.8431770224911274
0.8839113680154143,0.8734780580405083,0.8704053514030093,0.8715449794121906,0.8846840789910999,0.8839113680154143,0.8839175157505363
0.9000481695568401,0.8901256989400972,0.8892813305118634,0.8896387721700652,0.9007796598208325,0.9000481695568401,0.9003566144771991
0.9041425818882466,0.8940110193021383,0.8935723976153589,0.8937652641430578,0.9046224999502263,0.9041425818882466,0.9043588245494765
0.4328034682080925,0.3330809306534683,0.44923429725603287,0.34511298829546844,0.31131519672211194,0.4328034682080925,0.32759374422026566
0.9039017341040463,0.8944690687364296,0.8936109013192306,0.8939544535536709,0.9045946444488283,0.9039017341040463,0.9041731552216616
